,time,induksi
0,2024-07-23 16:47:52.043062+00:00,-0.1038374
1,2024-07-23 16:47:52.043082+00:00,-0.03069207
2,2024-07-23 16:47:52.043102+00:00,-0.2403753
3,2024-07-23 16:47:52.043122+00:00,-0.3795139
4,2024-07-23 16:47:52.043142+00:00,-0.7663713
5,2024-07-23 16:47:52.043162+00:00,-1.494573
6,2024-07-23 16:47:52.043182+00:00,-3.51696
7,2024-07-23 16:47:52.043202+00:00,-10.64716
8,2024-07-23 16:47:52.043222+00:00,-5.638824
9,2024-07-23 16:47:52.043242+00:00,-8.311391
10,2024-07-23 16:47:52.043262+00:00,-0.3551321
11,2024-07-23 16:47:52.043282+00:00,-8.961897
12,2024-07-23 16:47:52.043302+00:00,-2.765351
13,2024-07-23 16:47:52.043322+00:00,-3.428535
14,2024-07-23 16:47:52.043342+00:00,-9.290238
15,2024-07-23 16:47:52.043362+00:00,2.180897
16,2024-07-23 16:47:52.043382+00:00,-8.819832
17,2024-07-23 16:47:52.043402+00:00,-2.190592
18,2024-07-23 16:47:52.043422+00:00,-5.877115
19,2024-07-23 16:47:52.043442+00:00,-3.795887
20,2024-07-23 16:47:52.043462+00:00,-5.793567
21,2024-07-23 16:47:52.043482+00:00,-10.64716
22,2024-07-23 16:47:52.043502+00:00,-2.871981
23,2024-07-23 16:47:52.043522+00:00,-10.64716
24,2024-07-23 16:47:52.043542+00:00,-4.554648
25,2024-07-23 16:47:52.043562+00:00,-5.277324
26,2024-07-23 16:47:52.043582+00:00,-7.437548
27,2024-07-23 16:47:52.043602+00:00,-6.371577
28,2024-07-23 16:47:52.043622+00:00,-7.606595
29,2024-07-23 16:47:52.043642+00:00,1.318758
30,2024-07-23 16:47:52.043662+00:00,-5.916126
31,2024-07-23 16:47:52.043682+00:00,-0.8398417
32,2024-07-23 16:47:52.043702+00:00,-0.8915311
33,2024-07-23 16:47:52.043722+00:00,-1.965304
34,2024-07-23 16:47:52.043742+00:00,-1.437032
35,2024-07-23 16:47:52.043762+00:00,-2.305349
36,2024-07-23 16:47:52.043782+00:00,1.619791
37,2024-07-23 16:47:52.043802+00:00,-3.431786
38,2024-07-23 16:47:52.043822+00:00,-0.4695639
39,2024-07-23 16:47:52.043842+00:00,0.9208471
40,2024-07-23 16:47:52.043862+00:00,0.2810695
41,2024-07-23 16:47:52.043882+00:00,0.08861605
42,2024-07-23 16:47:52.043902+00:00,0.9520558
43,2024-07-23 16:47:52.043922+00:00,3.682814
44,2024-07-23 16:47:52.043942+00:00,-1.486771
45,2024-07-23 16:47:52.043962+00:00,-1.729614
46,2024-07-23 16:47:52.043982+00:00,-1.728638
47,2024-07-23 16:47:52.044002+00:00,-3.061834
48,2024-07-23 16:47:52.044022+00:00,-4.049458
49,2024-07-23 16:47:52.044042+00:00,-3.205198
50,2024-07-23 16:47:52.044062+00:00,-1.223123
51,2024-07-23 16:47:52.044082+00:00,-5.098524
52,2024-07-23 16:47:52.044102+00:00,-3.148958
53,2024-07-23 16:47:52.044122+00:00,1.04048
54,2024-07-23 16:47:52.044142+00:00,5.099232
55,2024-07-23 16:47:52.044162+00:00,0.6731283
56,2024-07-23 16:47:52.044182+00:00,-3.495829
57,2024-07-23 16:47:52.044202+00:00,0.2771684
58,2024-07-23 16:47:52.044222+00:00,0.430611
59,2024-07-23 16:47:52.044242+00:00,2.783289
60,2024-07-23 16:47:52.044262+00:00,-1.820964
61,2024-07-23 16:47:52.044282+00:00,-1.322601
62,2024-07-23 16:47:52.044302+00:00,-0.2699585
63,2024-07-23 16:47:52.044322+00:00,-1.668822
64,2024-07-23 16:47:52.044342+00:00,0.9676601
65,2024-07-23 16:47:52.044362+00:00,0.3841231
66,2024-07-23 16:47:52.044382+00:00,0.0470045
67,2024-07-23 16:47:52.044402+00:00,-6.605317
68,2024-07-23 16:47:52.044422+00:00,-2.579075
69,2024-07-23 16:47:52.044442+00:00,2.762158
70,2024-07-23 16:47:52.044462+00:00,-0.04662149
71,2024-07-23 16:47:52.044482+00:00,-1.451011
72,2024-07-23 16:47:52.044502+00:00,-6.052339
73,2024-07-23 16:47:52.044522+00:00,1.101272
74,2024-07-23 16:47:52.044542+00:00,0.8220197
75,2024-07-23 16:47:52.044562+00:00,0.4611695
76,2024-07-23 16:47:52.044582+00:00,-1.312848
77,2024-07-23 16:47:52.044602+00:00,-3.279644
78,2024-07-23 16:47:52.044622+00:00,3.23484
79,2024-07-23 16:47:52.044642+00:00,0.1247011
80,2024-07-23 16:47:52.044662+00:00,1.521939
81,2024-07-23 16:47:52.044682+00:00,-1.5001
82,2024-07-23 16:47:52.044702+00:00,-0.7806753
83,2024-07-23 16:47:52.044722+00:00,1.741375
84,2024-07-23 16:47:52.044742+00:00,-2.623937
85,2024-07-23 16:47:52.044762+00:00,1.296326
86,2024-07-23 16:47:52.044782+00:00,-0.3252238
87,2024-07-23 16:47:52.044802+00:00,0.7602525
88,2024-07-23 16:47:52.044822+00:00,0.0603332
89,2024-07-23 16:47:52.044842+00:00,-2.591753
90,2024-07-23 16:47:52.044862+00:00,1.711467
91,2024-07-23 16:47:52.044882+00:00,0.1419309
92,2024-07-23 16:47:52.044902+00:00,1.881164
93,2024-07-23 16:47:52.044922+00:00,-0.01931391
94,2024-07-23 16:47:52.044942+00:00,-1.977007
95,2024-07-23 16:47:52.044962+00:00,-0.7234594
96,2024-07-23 16:47:52.044982+00:00,-0.5075995
97,2024-07-23 16:47:52.045002+00:00,2.08272
98,2024-07-23 16:47:52.045022+00:00,1.203025
99,2024-07-23 16:47:52.045042+00:00,-0.0830316
100,2024-07-23 16:47:52.045062+00:00,-1.327802
101,2024-07-23 16:47:52.045082+00:00,-1.355435
102,2024-07-23 16:47:52.045102+00:00,0.6204637
103,2024-07-23 16:47:52.045122+00:00,1.907171
104,2024-07-23 16:47:52.045142+00:00,2.054762
105,2024-07-23 16:47:52.045162+00:00,0.2888716
106,2024-07-23 16:47:52.045182+00:00,-3.726643
107,2024-07-23 16:47:52.045202+00:00,-2.829394
108,2024-07-23 16:47:52.045222+00:00,1.061936
109,2024-07-23 16:47:52.045242+00:00,2.435768
110,2024-07-23 16:47:52.045262+00:00,4.80275
111,2024-07-23 16:47:52.045282+00:00,-0.01086156
112,2024-07-23 16:47:52.045302+00:00,-2.938299
113,2024-07-23 16:47:52.045322+00:00,-3.712664
114,2024-07-23 16:47:52.045342+00:00,-3.96721
115,2024-07-23 16:47:52.045362+00:00,1.970238
116,2024-07-23 16:47:52.045382+00:00,1.180269
117,2024-07-23 16:47:52.045402+00:00,2.834003
118,2024-07-23 16:47:52.045422+00:00,2.51574
119,2024-07-23 16:47:52.045442+00:00,-0.2884886
120,2024-07-23 16:47:52.045462+00:00,-0.440956
121,2024-07-23 16:47:52.045482+00:00,-5.431742
122,2024-07-23 16:47:52.045502+00:00,-3.166513
123,2024-07-23 16:47:52.045522+00:00,-5.223684
124,2024-07-23 16:47:52.045542+00:00,-1.673048
125,2024-07-23 16:47:52.045562+00:00,2.28265
126,2024-07-23 16:47:52.045582+00:00,1.869135
127,2024-07-23 16:47:52.045602+00:00,5.717554
128,2024-07-23 16:47:52.045622+00:00,3.40031
129,2024-07-23 16:47:52.045642+00:00,5.52315
130,2024-07-23 16:47:52.045662+00:00,5.711377
131,2024-07-23 16:47:52.045682+00:00,2.610666
132,2024-07-23 16:47:52.045702+00:00,4.264075
133,2024-07-23 16:47:52.045722+00:00,-1.443209
134,2024-07-23 16:47:52.045742+00:00,-0.3271744
135,2024-07-23 16:47:52.045762+00:00,-1.527408
136,2024-07-23 16:47:52.045782+00:00,4.669463
137,2024-07-23 16:47:52.045802+00:00,6.818309
138,2024-07-23 16:47:52.045822+00:00,6.174306
139,2024-07-23 16:47:52.045842+00:00,6.972727
140,2024-07-23 16:47:52.045862+00:00,1.843128
141,2024-07-23 16:47:52.045882+00:00,-0.8723507
142,2024-07-23 16:47:52.045902+00:00,-1.904187
143,2024-07-23 16:47:52.045922+00:00,-4.066362
144,2024-07-23 16:47:52.045942+00:00,-0.8115589
145,2024-07-23 16:47:52.045962+00:00,-0.1678802
146,2024-07-23 16:47:52.045982+00:00,3.636976
147,2024-07-23 16:47:52.046002+00:00,0.6695523
148,2024-07-23 16:47:52.046022+00:00,-2.609308
149,2024-07-23 16:47:52.046042+00:00,3.825203
150,2024-07-23 16:47:52.046062+00:00,0.4358124
151,2024-07-23 16:47:52.046082+00:00,-3.184393
152,2024-07-23 16:47:52.046102+00:00,0.5473184
153,2024-07-23 16:47:52.046122+00:00,0.5681242
154,2024-07-23 16:47:52.046142+00:00,2.163992
155,2024-07-23 16:47:52.046162+00:00,2.970866
156,2024-07-23 16:47:52.046182+00:00,0.6526476
157,2024-07-23 16:47:52.046202+00:00,1.593459
158,2024-07-23 16:47:52.046222+00:00,3.125609
159,2024-07-23 16:47:52.046242+00:00,0.8142175
160,2024-07-23 16:47:52.046262+00:00,-1.564143
161,2024-07-23 16:47:52.046282+00:00,-2.618736
162,2024-07-23 16:47:52.046302+00:00,0.7947121
163,2024-07-23 16:47:52.046322+00:00,2.873989
164,2024-07-23 16:47:52.046342+00:00,1.701064
165,2024-07-23 16:47:52.046362+00:00,-1.064479
166,2024-07-23 16:47:52.046382+00:00,-4.597235
167,2024-07-23 16:47:52.046402+00:00,-1.501725
168,2024-07-23 16:47:52.046422+00:00,0.419883
169,2024-07-23 16:47:52.046442+00:00,3.118457
170,2024-07-23 16:47:52.046462+00:00,2.634398
171,2024-07-23 16:47:52.046482+00:00,1.188721
172,2024-07-23 16:47:52.046502+00:00,0.2521365
173,2024-07-23 16:47:52.046522+00:00,-3.089466
174,2024-07-23 16:47:52.046542+00:00,-0.2475273
175,2024-07-23 16:47:52.046562+00:00,-0.3346515
176,2024-07-23 16:47:52.046582+00:00,0.3707944
177,2024-07-23 16:47:52.046602+00:00,0.2618892
178,2024-07-23 16:47:52.046622+00:00,-1.71466
179,2024-07-23 16:47:52.046642+00:00,0.3717697
180,2024-07-23 16:47:52.046662+00:00,-1.633712
181,2024-07-23 16:47:52.046682+00:00,0.938402
182,2024-07-23 16:47:52.046702+00:00,-0.4926453
183,2024-07-23 16:47:52.046722+00:00,-0.3873161
184,2024-07-23 16:47:52.046742+00:00,0.3239814
185,2024-07-23 16:47:52.046762+00:00,-0.927291
186,2024-07-23 16:47:52.046782+00:00,1.335662
187,2024-07-23 16:47:52.046802+00:00,-1.240028
188,2024-07-23 16:47:52.046822+00:00,0.7761819
189,2024-07-23 16:47:52.046842+00:00,-0.2829621
190,2024-07-23 16:47:52.046862+00:00,-0.5761935
191,2024-07-23 16:47:52.046882+00:00,0.5372406
192,2024-07-23 16:47:52.046902+00:00,-1.577471
193,2024-07-23 16:47:52.046922+00:00,1.285598
194,2024-07-23 16:47:52.046942+00:00,-1.156155
195,2024-07-23 16:47:52.046962+00:00,0.6689022
196,2024-07-23 16:47:52.046982+00:00,0.2839953
197,2024-07-23 16:47:52.047002+00:00,-0.9793054
198,2024-07-23 16:47:52.047022+00:00,1.545671
199,2024-07-23 16:47:52.047042+00:00,-1.898336
200,2024-07-23 16:47:52.047062+00:00,1.402956
201,2024-07-23 16:47:52.047082+00:00,-1.236777
202,2024-07-23 16:47:52.047102+00:00,-0.372687
203,2024-07-23 16:47:52.047122+00:00,0.7566765
204,2024-07-23 16:47:52.047142+00:00,-1.737741
205,2024-07-23 16:47:52.047162+00:00,2.050861
206,2024-07-23 16:47:52.047182+00:00,-1.099264
207,2024-07-23 16:47:52.047202+00:00,1.615565
208,2024-07-23 16:47:52.047222+00:00,0.2349067
209,2024-07-23 16:47:52.047242+00:00,-0.02809135
210,2024-07-23 16:47:52.047262+00:00,3.104803
211,2024-07-23 16:47:52.047282+00:00,-0.4516839
212,2024-07-23 16:47:52.047302+00:00,2.120755
213,2024-07-23 16:47:52.047322+00:00,-4.646649
214,2024-07-23 16:47:52.047342+00:00,-2.711061
215,2024-07-23 16:47:52.047362+00:00,-1.497174
216,2024-07-23 16:47:52.047382+00:00,0.2225532
217,2024-07-23 16:47:52.047402+00:00,5.197409
218,2024-07-23 16:47:52.047422+00:00,-1.997488
219,2024-07-23 16:47:52.047442+00:00,-2.267638
220,2024-07-23 16:47:52.047462+00:00,-6.091025
221,2024-07-23 16:47:52.047482+00:00,-2.117121
222,2024-07-23 16:47:52.047502+00:00,-1.365513
223,2024-07-23 16:47:52.047522+00:00,-3.546218
224,2024-07-23 16:47:52.047542+00:00,-2.245207
225,2024-07-23 16:47:52.047562+00:00,-2.425957
226,2024-07-23 16:47:52.047582+00:00,-0.6730704
227,2024-07-23 16:47:52.047602+00:00,1.117202
228,2024-07-23 16:47:52.047622+00:00,3.555704
229,2024-07-23 16:47:52.047642+00:00,-2.089164
230,2024-07-23 16:47:52.047662+00:00,-6.339719
231,2024-07-23 16:47:52.047682+00:00,-0.2377746
232,2024-07-23 16:47:52.047702+00:00,0.9367765
233,2024-07-23 16:47:52.047722+00:00,3.155517
234,2024-07-23 16:47:52.047742+00:00,-3.865457
235,2024-07-23 16:47:52.047762+00:00,-5.683361
236,2024-07-23 16:47:52.047782+00:00,-1.884032
237,2024-07-23 16:47:52.047802+00:00,-0.8388664
238,2024-07-23 16:47:52.047822+00:00,3.612919
239,2024-07-23 16:47:52.047842+00:00,4.571611
240,2024-07-23 16:47:52.047862+00:00,3.432819
241,2024-07-23 16:47:52.047882+00:00,3.32749
242,2024-07-23 16:47:52.047902+00:00,1.497232
243,2024-07-23 16:47:52.047922+00:00,2.982895
244,2024-07-23 16:47:52.047942+00:00,-0.6519395
245,2024-07-23 16:47:52.047962+00:00,2.059313
246,2024-07-23 16:47:52.047982+00:00,-2.070633
247,2024-07-23 16:47:52.048002+00:00,0.5395162
248,2024-07-23 16:47:52.048022+00:00,-0.2823119
249,2024-07-23 16:47:52.048042+00:00,2.557026
250,2024-07-23 16:47:52.048062+00:00,3.863239
251,2024-07-23 16:47:52.048082+00:00,4.543653
252,2024-07-23 16:47:52.048102+00:00,5.405142
253,2024-07-23 16:47:52.048122+00:00,3.571633
254,2024-07-23 16:47:52.048142+00:00,0.7391216
255,2024-07-23 16:47:52.048162+00:00,-1.908413
256,2024-07-23 16:47:52.048182+00:00,-5.622244
257,2024-07-23 16:47:52.048202+00:00,-2.47407
258,2024-07-23 16:47:52.048222+00:00,-3.474048
259,2024-07-23 16:47:52.048242+00:00,1.672781
260,2024-07-23 16:47:52.048262+00:00,1.706915
261,2024-07-23 16:47:52.048282+00:00,3.960766
262,2024-07-23 16:47:52.048302+00:00,2.223484
263,2024-07-23 16:47:52.048322+00:00,-1.559266
264,2024-07-23 16:47:52.048342+00:00,-0.9493971
265,2024-07-23 16:47:52.048362+00:00,-6.264623
266,2024-07-23 16:47:52.048382+00:00,1.198474
267,2024-07-23 16:47:52.048402+00:00,1.140933
268,2024-07-23 16:47:52.048422+00:00,4.283581
269,2024-07-23 16:47:52.048442+00:00,2.42569
270,2024-07-23 16:47:52.048462+00:00,-3.191219
271,2024-07-23 16:47:52.048482+00:00,-0.8460184
272,2024-07-23 16:47:52.048502+00:00,-5.161917
273,2024-07-23 16:47:52.048522+00:00,3.030683
274,2024-07-23 16:47:52.048542+00:00,0.5730005
275,2024-07-23 16:47:52.048562+00:00,0.7527754
276,2024-07-23 16:47:52.048582+00:00,1.053809
277,2024-07-23 16:47:52.048602+00:00,-3.024448
278,2024-07-23 16:47:52.048622+00:00,3.096676
279,2024-07-23 16:47:52.048642+00:00,-1.742617
280,2024-07-23 16:47:52.048662+00:00,2.379527
281,2024-07-23 16:47:52.048682+00:00,-2.469519
282,2024-07-23 16:47:52.048702+00:00,-3.229905
283,2024-07-23 16:47:52.048722+00:00,3.192903
284,2024-07-23 16:47:52.048742+00:00,0.4936785
285,2024-07-23 16:47:52.048762+00:00,5.123614
286,2024-07-23 16:47:52.048782+00:00,-5.084545
287,2024-07-23 16:47:52.048802+00:00,-3.649597
288,2024-07-23 16:47:52.048822+00:00,-1.704582
289,2024-07-23 16:47:52.048842+00:00,-0.513126
290,2024-07-23 16:47:52.048862+00:00,5.538429
291,2024-07-23 16:47:52.048882+00:00,-1.794307
292,2024-07-23 16:47:52.048902+00:00,0.9436034
293,2024-07-23 16:47:52.048922+00:00,-1.505627
294,2024-07-23 16:47:52.048942+00:00,0.3249567
295,2024-07-23 16:47:52.048962+00:00,1.546646
296,2024-07-23 16:47:52.048982+00:00,-2.028372
297,2024-07-23 16:47:52.049002+00:00,2.525818
298,2024-07-23 16:47:52.049022+00:00,2.000472
299,2024-07-23 16:47:52.049042+00:00,2.919177
300,2024-07-23 16:47:52.049062+00:00,0.243359
301,2024-07-23 16:47:52.049082+00:00,-2.794609
302,2024-07-23 16:47:52.049102+00:00,0.9429532
303,2024-07-23 16:47:52.049122+00:00,0.675404
304,2024-07-23 16:47:52.049142+00:00,1.079166
305,2024-07-23 16:47:52.049162+00:00,-2.198069
306,2024-07-23 16:47:52.049182+00:00,1.053809
307,2024-07-23 16:47:52.049202+00:00,4.183453
308,2024-07-23 16:47:52.049222+00:00,0.4761236
309,2024-07-23 16:47:52.049242+00:00,1.949433
310,2024-07-23 16:47:52.049262+00:00,-3.678205
311,2024-07-23 16:47:52.049282+00:00,-1.569019
312,2024-07-23 16:47:52.049302+00:00,4.003353
313,2024-07-23 16:47:52.049322+00:00,-0.1295195
314,2024-07-23 16:47:52.049342+00:00,-0.6668937
315,2024-07-23 16:47:52.049362+00:00,0.182242
316,2024-07-23 16:47:52.049382+00:00,3.248818
317,2024-07-23 16:47:52.049402+00:00,0.7407471
318,2024-07-23 16:47:52.049422+00:00,-3.252662
319,2024-07-23 16:47:52.049442+00:00,-4.123578
320,2024-07-23 16:47:52.049462+00:00,-0.6301585
321,2024-07-23 16:47:52.049482+00:00,1.940005
322,2024-07-23 16:47:52.049502+00:00,3.194203
323,2024-07-23 16:47:52.049522+00:00,3.783592
324,2024-07-23 16:47:52.049542+00:00,1.043731
325,2024-07-23 16:47:52.049562+00:00,-0.5937484
326,2024-07-23 16:47:52.049582+00:00,-1.569994
327,2024-07-23 16:47:52.049602+00:00,0.3256068
328,2024-07-23 16:47:52.049622+00:00,2.92893
329,2024-07-23 16:47:52.049642+00:00,-0.5173522
330,2024-07-23 16:47:52.049662+00:00,1.381825
331,2024-07-23 16:47:52.049682+00:00,-0.2075412
332,2024-07-23 16:47:52.049702+00:00,2.989721
333,2024-07-23 16:47:52.049722+00:00,0.7131144
334,2024-07-23 16:47:52.049742+00:00,0.794387
335,2024-07-23 16:47:52.049762+00:00,2.472828
336,2024-07-23 16:47:52.049782+00:00,1.058685
337,2024-07-23 16:47:52.049802+00:00,1.455946
338,2024-07-23 16:47:52.049822+00:00,0.1312029
339,2024-07-23 16:47:52.049842+00:00,-0.09473485
340,2024-07-23 16:47:52.049862+00:00,-0.5313311
341,2024-07-23 16:47:52.049882+00:00,-2.186366
342,2024-07-23 16:47:52.049902+00:00,2.950711
343,2024-07-23 16:47:52.049922+00:00,-0.6421868
344,2024-07-23 16:47:52.049942+00:00,2.117179
345,2024-07-23 16:47:52.049962+00:00,-3.772156
346,2024-07-23 16:47:52.049982+00:00,2.785565
347,2024-07-23 16:47:52.050002+00:00,0.5219614
348,2024-07-23 16:47:52.050022+00:00,0.7498496
349,2024-07-23 16:47:52.050042+00:00,-2.678552
350,2024-07-23 16:47:52.050062+00:00,-0.5550626
351,2024-07-23 16:47:52.050082+00:00,-0.0729538
352,2024-07-23 16:47:52.050102+00:00,-0.1142403
353,2024-07-23 16:47:52.050122+00:00,-0.3512311
354,2024-07-23 16:47:52.050142+00:00,-0.5628648
355,2024-07-23 16:47:52.050162+00:00,-1.30277
356,2024-07-23 16:47:52.050182+00:00,0.007993672
357,2024-07-23 16:47:52.050202+00:00,1.128905
358,2024-07-23 16:47:52.050222+00:00,-0.5033733
359,2024-07-23 16:47:52.050242+00:00,0.7348955
360,2024-07-23 16:47:52.050262+00:00,-2.319327
361,2024-07-23 16:47:52.050282+00:00,3.086923
362,2024-07-23 16:47:52.050302+00:00,0.2976491
363,2024-07-23 16:47:52.050322+00:00,0.4455652
364,2024-07-23 16:47:52.050342+00:00,0.7969877
365,2024-07-23 16:47:52.050362+00:00,-2.607682
366,2024-07-23 16:47:52.050382+00:00,1.081117
367,2024-07-23 16:47:52.050402+00:00,-1.08431
368,2024-07-23 16:47:52.050422+00:00,0.999844
369,2024-07-23 16:47:52.050442+00:00,-0.4042208
370,2024-07-23 16:47:52.050462+00:00,-2.009842
371,2024-07-23 16:47:52.050482+00:00,2.405534
372,2024-07-23 16:47:52.050502+00:00,-0.6659184
373,2024-07-23 16:47:52.050522+00:00,0.5954318
374,2024-07-23 16:47:52.050542+00:00,-0.1070883
375,2024-07-23 16:47:52.050562+00:00,-1.762448
376,2024-07-23 16:47:52.050582+00:00,2.422764
377,2024-07-23 16:47:52.050602+00:00,-2.808913
378,2024-07-23 16:47:52.050622+00:00,2.699741
379,2024-07-23 16:47:52.050642+00:00,-0.3957684
380,2024-07-23 16:47:52.050662+00:00,-1.309272
381,2024-07-23 16:47:52.050682+00:00,2.292728
382,2024-07-23 16:47:52.050702+00:00,-2.229603
383,2024-07-23 16:47:52.050722+00:00,1.113301
384,2024-07-23 16:47:52.050742+00:00,-1.490672
385,2024-07-23 16:47:52.050762+00:00,-0.1922619
386,2024-07-23 16:47:52.050782+00:00,1.497557
387,2024-07-23 16:47:52.050802+00:00,-0.8268381
388,2024-07-23 16:47:52.050822+00:00,-1.029694
389,2024-07-23 16:47:52.050842+00:00,0.7420475
390,2024-07-23 16:47:52.050862+00:00,-2.085262
391,2024-07-23 16:47:52.050882+00:00,-0.3418034
392,2024-07-23 16:47:52.050902+00:00,3.169496
393,2024-07-23 16:47:52.050922+00:00,-2.423356
394,2024-07-23 16:47:52.050942+00:00,1.224156
395,2024-07-23 16:47:52.050962+00:00,0.1867933
396,2024-07-23 16:47:52.050982+00:00,-2.227977
397,2024-07-23 16:47:52.051002+00:00,-4.653475
398,2024-07-23 16:47:52.051022+00:00,-4.94053
399,2024-07-23 16:47:52.051042+00:00,-3.162286
400,2024-07-23 16:47:52.051062+00:00,-2.138252
401,2024-07-23 16:47:52.051082+00:00,-1.053751
402,2024-07-23 16:47:52.051102+00:00,-0.6854238
403,2024-07-23 16:47:52.051122+00:00,-0.4594861
404,2024-07-23 16:47:52.051142+00:00,-0.2260713
405,2024-07-23 16:47:52.051162+00:00,-0.260856
406,2024-07-23 16:47:52.051182+00:00,-0.1347209
407,2024-07-23 16:47:52.051202+00:00,-0.07392907
